Issue Key,Test Summary,Priority,ExecutionStatus,ExecutionDefects,CreationDate,OrderId,Step,Test Data,Expected Result,Step Result,Comments,Project,Version,Executed By,Executed On
FPR-69,[Education] - Verify that education entry can be deleted,Medium,PASS,,5/17/2022 22:29,2,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:58
FPR-69,[Education] - Verify that education entry can be deleted,Medium,PASS,,5/17/2022 22:29,3,Select added entry (select check-box) and press delete button.,,Entry is selected. Entry is successfully delete and user will be inform that entry was deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:58
FPR-92,[Languages] - Verify that Comments field is string type,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:22
FPR-92,[Languages] - Verify that Comments field is string type,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:22
FPR-92,[Languages] - Verify that Comments field is string type,Medium,PASS,,5/17/2022 22:29,3,Go to Skills section and press Add button.,,Languages section is visible. Add button is enabled. Add Language form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:22
FPR-92,[Languages] - Verify that Comments field is string type,Medium,PASS,,5/17/2022 22:29,4,"Fill in ""Comments"" field using all type of characters (numbers, alphabetical and special).",,All type of characters are permitted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:22
FPR-92,[Languages] - Verify that Comments field is string type,Medium,PASS,,5/17/2022 22:29,5,Fill in a value with 100 characters.,,100 characters are allowed.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:22
FPR-92,[Languages] - Verify that Comments field is string type,Medium,PASS,,5/17/2022 22:29,6,Fill in a value with 101 characters.,,"When 100 characters are reached, user cannot type more characters.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:22
FPR-117,"[Attachments] - Verify that ""Select File"" field is mandatory",Medium,PASS,,5/19/2022 10:36,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:07
FPR-117,"[Attachments] - Verify that ""Select File"" field is mandatory",Medium,PASS,,5/19/2022 10:36,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:07
FPR-117,"[Attachments] - Verify that ""Select File"" field is mandatory",Medium,PASS,,5/19/2022 10:36,3,"Go to ""Attachments"" section and press Add button.",,"""Attachments"" section is visible. Add button is enabled. ""Add Attachment"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:07
FPR-117,"[Attachments] - Verify that ""Select File"" field is mandatory",Medium,PASS,,5/19/2022 10:36,4,"Press ""Upload"" button.",,"A warning message ""Required"" is displayed below ""Select File"" field.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:07
FPR-117,"[Attachments] - Verify that ""Select File"" field is mandatory",Medium,PASS,,5/19/2022 10:36,5,"Press ""Browse"" button and select any file.",,"""Upload"" window is opened. Any file can be selected.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:07
FPR-117,"[Attachments] - Verify that ""Select File"" field is mandatory",Medium,PASS,,5/19/2022 10:36,6,"Press ""Upload"" button.",,New Attachment is added successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:07
FPR-98,"[License] - Verify that ""License Type"" field is drop-down type",Medium,FAIL,FPR-135 | FPR-135,5/17/2022 23:47,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:21
FPR-98,"[License] - Verify that ""License Type"" field is drop-down type",Medium,FAIL,FPR-135 | FPR-135,5/17/2022 23:47,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:21
FPR-98,"[License] - Verify that ""License Type"" field is drop-down type",Medium,FAIL,FPR-135 | FPR-135,5/17/2022 23:47,3,"Go to ""License"" section and press Add button.",,"""License"" section is visible. Add button is enabled. ""Add License"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:21
FPR-98,"[License] - Verify that ""License Type"" field is drop-down type",Medium,FAIL,FPR-135 | FPR-135,5/17/2022 23:47,4,"Type a value in ""License Type"" field.",,"""License Type"" field is drop-down and values cannot be typed.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:21
FPR-98,"[License] - Verify that ""License Type"" field is drop-down type",Medium,FAIL,FPR-135 | FPR-135,5/17/2022 23:47,5,"Check if ""License Type"" drop-down contains the following values:  Certified Digital Marketing Professional (CDMP)  Certified Information Security Manager (CISM)  Cisco Certified Network Associate (CCNA)  Cisco Certified Network Professional (CCNP)  Microsoft Certified Systems Engineer (MCSE)  PMI Agile Certified Practitioner (PMI-ACP)",,All values are visible and selectable.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:21
FPR-98,"[License] - Verify that ""License Type"" field is drop-down type",Medium,FAIL,FPR-135 | FPR-135,5/17/2022 23:47,6,Press Save.,,New License was added.  User was notified and routed to Qualifications page.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:21
FPR-127,[Attachments] - Verify that in edit mode the user can cancel the actions,Medium,PASS,,5/19/2022 10:36,1,Precondition:  Run test case #FPR-123,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-127,[Attachments] - Verify that in edit mode the user can cancel the actions,Medium,PASS,,5/19/2022 10:36,2,Press Edit option for one attachment entry.,,Edit option is visible. Edit attachment form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-127,[Attachments] - Verify that in edit mode the user can cancel the actions,Medium,PASS,,5/19/2022 10:36,3,Modify current file.,,Current file field is disabled.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-127,[Attachments] - Verify that in edit mode the user can cancel the actions,Medium,PASS,,5/19/2022 10:36,4,"Choose a file for ""Replace With"" field with jpeg extension under 1Mb.",,Desired file is selected.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-127,[Attachments] - Verify that in edit mode the user can cancel the actions,Medium,PASS,,5/19/2022 10:36,5,"Leave a comment with 200 characters using all type of characters (numbers, alphabetical and special).",,"""Comment"" field is editable. A value with 200 characters is allowed.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-127,[Attachments] - Verify that in edit mode the user can cancel the actions,Medium,PASS,,5/19/2022 10:36,6,"Press ""Cancel"" button.",,Nothing was changed for edited entry.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,1,Precondition:  Run test case #FPR-65,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,2,In Education view click on one Level link.,,Education edit form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,3,Change Level value.,,Level field is not editable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,4,Modify Institute value. Add a value with 100 characters.,"Use special, alphabetic and numeric characters.",Institute field allows 100 characters.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,5,Add a value with 101 characters into Institute field.,"Use special, alphabetic and numeric characters.","Institute field allows only 100 characters, cannot type 101st character.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,6,Modify Major/Specialization value. Add a value with 100 characters.,"Use special, alphabetic and numeric characters.",Major/Specialization field is editable and allows 100 characters. New value was added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,7,Add a value with 101 characters into Major/Specialization field.,"Use special, alphabetic and numeric characters.","Major/Specialization field allows only 100 characters, cannot type 101st character.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,8,Modify GPA/Score  value. Add a value with 100 characters.,"Use special, alphabetic and numeric characters.",GPA/Score field is editable and allows 100 characters. New value was added.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,9,Add a value with 101 characters into GPA/Score field.,"Use special, alphabetic and numeric characters.","GPA/Score field allows only 100 characters, cannot type 101st character.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,10,Type different values for Start Date and End Date.,,Start Date and End Date fields does not allow typing.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,11,Modify  Start Date and End Date values using calendar icon. Choose different year and month.,,Start Date and End Date values are editable. New values are added in yyyy-mm-dd format.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-68,[Education] - Verify that education can be edited,Medium,FAIL,"FPR-112,FPR-113,FPR-114 | FPR-112,FPR-113,FPR-114",5/17/2022 22:29,12,Click Save button.,,User is informed that modifications were saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 18:55
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,1,Precondition:  Run test case #FPR-123,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,2,Press Edit option for one attachment entry.,,Edit option is visible. Edit attachment form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,3,Modify current file.,,Current file field is disabled.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,4,"Choose a file for ""Replace With"" field with pdf extension under 1Mb.",,Desired file is selected.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,5,"Choose a file for ""Replace With"" field with jpeg extension under 1Mb.",,Desired file is selected.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,6,"Choose a file for ""Replace With"" field with doc extension exceeding 1Mb.",,An warning message is displayed. Selected file exceeds 1Mb.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,7,"Leave a comment with 200 characters using all type of characters (numbers, alphabetical and special).",,"""Comment"" field is editable. A value with 200 characters is allowed.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,8,Modify comment adding 201 characters.,,201 characters are not allowed.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-125,[Attachments] - Verify that attachment entry can be edited,Medium,PASS,,5/19/2022 10:36,9,Press Upload button.,,Attachment entry successfully saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:24
FPR-126,[Attachments] - Verify that in edit mode the user can save comment only,Medium,PASS,,5/19/2022 10:36,1,Precondition:  Run test case #FPR-123,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:25
FPR-126,[Attachments] - Verify that in edit mode the user can save comment only,Medium,PASS,,5/19/2022 10:36,2,Press Edit option for one attachment entry.,,Edit option is visible. Edit attachment form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:25
FPR-126,[Attachments] - Verify that in edit mode the user can save comment only,Medium,PASS,,5/19/2022 10:36,3,Modify current file.,,Current file field is disabled.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:25
FPR-126,[Attachments] - Verify that in edit mode the user can save comment only,Medium,PASS,,5/19/2022 10:36,4,"Choose a file for ""Replace With"" field with jpeg extension under 1Mb.",,Desired file is selected.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:25
FPR-126,[Attachments] - Verify that in edit mode the user can save comment only,Medium,PASS,,5/19/2022 10:36,5,"Leave a comment with 200 characters using all type of characters (numbers, alphabetical and special).",,"""Comment"" field is editable. A value with 200 characters is allowed.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:25
FPR-126,[Attachments] - Verify that in edit mode the user can save comment only,Medium,PASS,,5/19/2022 10:36,6,"Press ""Save comment only"" button.",,Only the comment is modified.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:25
FPR-95,[Languages] - Verify that Languages can be deleted,Medium,PASS,,5/17/2022 22:29,1,Precondition:  Run test case #FPR-93,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:08
FPR-95,[Languages] - Verify that Languages can be deleted,Medium,PASS,,5/17/2022 22:29,2,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:08
FPR-95,[Languages] - Verify that Languages can be deleted,Medium,PASS,,5/17/2022 22:29,3,Select one added entry (select check-box) and press delete button.,,Entry is selected. Entry is successfully delete and user will be inform that entry was deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:08
FPR-97,"[License] - Verify that ""License Type"" field is mandatory",Medium,PASS,,5/17/2022 23:47,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:12
FPR-97,"[License] - Verify that ""License Type"" field is mandatory",Medium,PASS,,5/17/2022 23:47,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:12
FPR-97,"[License] - Verify that ""License Type"" field is mandatory",Medium,PASS,,5/17/2022 23:47,3,"Go to ""License"" section and press Add button.",,"""License"" section is visible. Add button is enabled. ""Add License"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:12
FPR-97,"[License] - Verify that ""License Type"" field is mandatory",Medium,PASS,,5/17/2022 23:47,4,"Fill in all fields except ""License Type"".",,All fields are editable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:12
FPR-97,"[License] - Verify that ""License Type"" field is mandatory",Medium,PASS,,5/17/2022 23:47,5,Press Save button.,,"A warning message ""Required"" is displayed below ""License Type"".",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:12
FPR-97,"[License] - Verify that ""License Type"" field is mandatory",Medium,PASS,,5/17/2022 23:47,6,"Fill in ""License Type"" field and press Save.",,"""License Type"" field is filled in. New License is added successfully.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:12
FPR-81,[Languages] - Verify that Language is a mandatory field,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:55
FPR-81,[Languages] - Verify that Language is a mandatory field,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:55
FPR-81,[Languages] - Verify that Language is a mandatory field,Medium,PASS,,5/17/2022 22:29,3,Go to Languages section and press Add button.,,Languages section is visible. Add button is enabled. Add Language form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:55
FPR-81,[Languages] - Verify that Language is a mandatory field,Medium,PASS,,5/17/2022 22:29,4,Fill in all fields except Language.,,All fields are editable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:55
FPR-81,[Languages] - Verify that Language is a mandatory field,Medium,PASS,,5/17/2022 22:29,5,Press Save button.,,"A warning message ""Required"" is displayed below Language.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:55
FPR-81,[Languages] - Verify that Language is a mandatory field,Medium,PASS,,5/17/2022 22:29,6,Fill in Language field and press Save.,,Language field is filled in. New Language is added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 13:55
FPR-65,"[Education] - Verify that Institute, Major/Specialization and GPA/Score fields are optional",Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:38
FPR-65,"[Education] - Verify that Institute, Major/Specialization and GPA/Score fields are optional",Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:38
FPR-65,"[Education] - Verify that Institute, Major/Specialization and GPA/Score fields are optional",Medium,PASS,,5/17/2022 22:29,3,Go to Education section and press Add button.,,Education section is visible. Add button is enabled. Add Education form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:38
FPR-65,"[Education] - Verify that Institute, Major/Specialization and GPA/Score fields are optional",Medium,PASS,,5/17/2022 22:29,4,Fill in Level field.,,Level field is filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:38
FPR-65,"[Education] - Verify that Institute, Major/Specialization and GPA/Score fields are optional",Medium,PASS,,5/17/2022 22:29,5,Press Save button.,,New education is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 1:38
FPR-128,[Attachments] - Verify that the user can delete one attachment,Medium,PASS,,5/19/2022 10:36,1,Precondition:  Run test case #FPR-123,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-128,[Attachments] - Verify that the user can delete one attachment,Medium,PASS,,5/19/2022 10:36,2,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-128,[Attachments] - Verify that the user can delete one attachment,Medium,PASS,,5/19/2022 10:36,3,Select one entry (select check-box) and press delete button.,,Entry is selected. Entry is successfully delete and user will be inform that entry was deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:27
FPR-90,[Languages] - Verify that Competency field is drop-down type,Medium,FAIL,FPR-134 | FPR-134,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:18
FPR-90,[Languages] - Verify that Competency field is drop-down type,Medium,FAIL,FPR-134 | FPR-134,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:18
FPR-90,[Languages] - Verify that Competency field is drop-down type,Medium,FAIL,FPR-134 | FPR-134,5/17/2022 22:29,3,Go to Languages section and press Add button.,,Languages section is visible. Add button is enabled. Add Language form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:18
FPR-90,[Languages] - Verify that Competency field is drop-down type,Medium,FAIL,FPR-134 | FPR-134,5/17/2022 22:29,4,"Type a value in ""Competency"" field.",,"""Competency"" field is drop-down and values cannot be typed.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:18
FPR-90,[Languages] - Verify that Competency field is drop-down type,Medium,FAIL,FPR-134 | FPR-134,5/17/2022 22:29,5,"Check if ""Competency"" drop-down contains the following values:  Reading Speaking Writing",,All values are visible and selectable.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:18
FPR-90,[Languages] - Verify that Competency field is drop-down type,Medium,FAIL,FPR-134 | FPR-134,5/17/2022 22:29,6,Press Save.,,New Language was added.  User was notified and routed to Qualifications page.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:18
FPR-72,[Skills] - Verify that Skill field is drop-down type,Medium,FAIL,FPR-130 | FPR-130,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:48
FPR-72,[Skills] - Verify that Skill field is drop-down type,Medium,FAIL,FPR-130 | FPR-130,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:48
FPR-72,[Skills] - Verify that Skill field is drop-down type,Medium,FAIL,FPR-130 | FPR-130,5/17/2022 22:29,3,Go to Skills section and press Add button.,,Skills section is visible. Add button is enabled. Add Skill form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:48
FPR-72,[Skills] - Verify that Skill field is drop-down type,Medium,FAIL,FPR-130 | FPR-130,5/17/2022 22:29,4,Type a value in Skill field.,,Skill field is drop-down and values cannot be typed.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:48
FPR-72,[Skills] - Verify that Skill field is drop-down type,Medium,FAIL,FPR-130 | FPR-130,5/17/2022 22:29,5,Check if Skill drop-down contains the following values: C# C/C++ Content Creation Copywriting G Suite Google Analytics Java JavaScript JIRA Office Suite Perl Photoshop PHP Python React Native Ruby SQL Swift Testing Trello UI/UX Design Wireframing,,All values are visible and selectable.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:48
FPR-72,[Skills] - Verify that Skill field is drop-down type,Medium,FAIL,FPR-130 | FPR-130,5/17/2022 22:29,6,Press Save.,,New Skill was added. User was notified and routed to Qualifications page.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:48
FPR-70,[Education] - Verify that multiple education entries can be deleted,Medium,PASS,,5/17/2022 22:29,1,Precondition:  Run test case #FPR-65,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:28
FPR-70,[Education] - Verify that multiple education entries can be deleted,Medium,PASS,,5/17/2022 22:29,2,Add multiple work experiences (FPR-65).,,Multiple education were added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:28
FPR-70,[Education] - Verify that multiple education entries can be deleted,Medium,PASS,,5/17/2022 22:29,3,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:28
FPR-70,[Education] - Verify that multiple education entries can be deleted,Medium,PASS,,5/17/2022 22:29,4,Select added entry (select check-box) and press delete button.,,Selected entries are successfully deleted. User will be inform that entries were deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/19/2022 17:28
FPR-129,[Attachments] - Verify that the user can delete multiple attachments,Medium,PASS,,5/19/2022 10:36,1,Precondition:  Run test case #FPR-123,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:28
FPR-129,[Attachments] - Verify that the user can delete multiple attachments,Medium,PASS,,5/19/2022 10:36,2,Verify delete button is visible.,,Delete button is visible and selectable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:28
FPR-129,[Attachments] - Verify that the user can delete multiple attachments,Medium,PASS,,5/19/2022 10:36,3,Select multiple entries (select check-box) and press delete button.,,Entry is selected. Entry is successfully delete and user is inform that entries were deleted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:28
FPR-78,[Skills] - Verify that Skills can be edited,Medium,FAIL,"FPR-131,FPR-132 | FPR-131,FPR-132",5/17/2022 22:29,1,Precondition:  Run test case #FPR-71,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:00
FPR-78,[Skills] - Verify that Skills can be edited,Medium,FAIL,"FPR-131,FPR-132 | FPR-131,FPR-132",5/17/2022 22:29,2,In Skills view click on one Level link.,,Add Skill edit form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:00
FPR-78,[Skills] - Verify that Skills can be edited,Medium,FAIL,"FPR-131,FPR-132 | FPR-131,FPR-132",5/17/2022 22:29,3,Select a different Skill value.,,Skill value is visible and editable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:00
FPR-78,[Skills] - Verify that Skills can be edited,Medium,FAIL,"FPR-131,FPR-132 | FPR-131,FPR-132",5/17/2022 22:29,4,"Modify ""Years of Experience"" value. Add a value with 100 characters.","Use special, alphabetic and numeric characters.","""Years of Experience"" field allows 100 characters.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:00
